Home Team Name, Outcome, Home Team Goals, Away Team Goals, Goal Diff, X1, X2, Away Team Name, Location, Date
New Zealand,lost,5,9,-4,5,5,South Africa,Auckland,27 Aug 1921
Australia,won,17,0,+17,6,0,NZ XV,Christchurch,3 Sep 1921
New Zealand,draw,0,0,0,-,-,South Africa,Wellington,17 Sep 1921
South Africa,draw,0,0,0,-,-,New Zealand,Wellington,17 Sep 1921
France,draw,3,3,0,3,3,Scotland,Colombes,2 Jan 1922
Scotland,draw,3,3,0,3,3,France,Colombes,2 Jan 1922
Wales,won,28,6,+22,17,3,England,Cardiff,21 Jan 1922
England,lost,6,28,-22,3,17,Wales,Cardiff,21 Jan 1922
Scotland,draw,9,9,0,-,-,Wales,Inverleith,4 Feb 1922
Wales,draw,9,9,0,-,-,Scotland,Inverleith,4 Feb 1922
England,won,12,3,+9,6,3,Ireland,Lansdowne Road,11 Feb 1922
Ireland,lost,3,12,-9,3,6,England,Lansdowne Road,11 Feb 1922
Scotland,won,6,3,+3,0,3,Ireland,Inverleith,25 Feb 1922
Ireland,lost,3,6,-3,3,0,Scotland,Inverleith,25 Feb 1922
England,draw,11,11,0,6,0,France,Twickenham,25 Feb 1922
France,draw,11,11,0,0,6,England,Twickenham,25 Feb 1922
Wales,won,11,5,+6,3,0,Ireland,Swansea,11 Mar 1922
Ireland,lost,5,11,-6,0,3,Wales,Swansea,11 Mar 1922
England,won,11,5,+6,0,5,Scotland,Twickenham,18 Mar 1922
Scotland,lost,5,11,-6,5,0,England,Twickenham,18 Mar 1922
Wales,won,11,3,+8,-,-,France,Colombes,23 Mar 1922
France,lost,3,11,-8,-,-,Wales,Colombes,23 Mar 1922
Ireland,won,8,3,+5,5,0,France,Lansdowne Road,8 Apr 1922
France,lost,3,8,-5,0,5,Ireland,Lansdowne Road,8 Apr 1922
Australia,lost,22,25,-3,9,9,NZ Maori,Sydney,24 Jun 1922
Australia,won,28,13,+15,14,5,NZ Maori,Sydney,26 Jun 1922
Australia,lost,22,23,-1,22,6,NZ Maori,Sydney,8 Jul 1922
Australia,lost,19,26,-7,16,12,NZ XV,Sydney,29 Jul 1922
Australia,won,14,8,+6,6,5,NZ XV,Sydney,5 Aug 1922
Australia,won,8,6,+2,8,6,NZ XV,Sydney,7 Aug 1922
England,won,7,3,+4,3,0,Wales,Twickenham,20 Jan 1923
Scotland,won,16,3,+13,5,0,France,Inverleith,20 Jan 1923
France,lost,3,16,-13,0,5,Scotland,Inverleith,20 Jan 1923
Wales,lost,3,7,-4,0,3,England,Twickenham,20 Jan 1923
Scotland,won,11,8,+3,0,3,Wales,Cardiff,3 Feb 1923
Wales,lost,8,11,-3,3,0,Scotland,Cardiff,3 Feb 1923
England,won,23,5,+18,15,0,Ireland,Leicester,10 Feb 1923
Ireland,lost,5,23,-18,0,15,England,Leicester,10 Feb 1923
Scotland,won,13,3,+10,8,3,Ireland,Lansdowne Road,24 Feb 1923
Wales,won,16,8,+8,5,3,France,Swansea,24 Feb 1923
France,lost,8,16,-8,3,5,Wales,Swansea,24 Feb 1923
Ireland,lost,3,13,-10,3,8,Scotland,Lansdowne Road,24 Feb 1923
Ireland,won,5,4,+1,5,4,Wales,Lansdowne Road,10 Mar 1923
Wales,lost,4,5,-1,4,5,Ireland,Lansdowne Road,10 Mar 1923
England,won,8,6,+2,3,3,Scotland,Inverleith,17 Mar 1923
Scotland,lost,6,8,-2,3,3,England,Inverleith,17 Mar 1923
England,won,12,3,+9,3,3,France,Colombes,2 Apr 1923
France,lost,3,12,-9,3,3,England,Colombes,2 Apr 1923
France,won,14,8,+6,6,5,Ireland,Colombes,14 Apr 1923
Ireland,lost,8,14,-6,5,6,France,Colombes,14 Apr 1923
Australia,won,27,23,+4,13,10,NZ Maori,Sydney,16 Jun 1923
Australia,won,21,16,+5,13,5,NZ Maori,Sydney,23 Jun 1923
Australia,won,14,12,+2,6,3,NZ Maori,Sydney,25 Jun 1923
Australia,lost,9,19,-10,3,14,NZ XV,Dunedin,25 Aug 1923
Australia,lost,6,34,-28,0,13,NZ XV,Christchurch,1 Sep 1923
Australia,lost,11,38,-27,3,16,NZ XV,Wellington,15 Sep 1923
France,won,12,10,+2,6,3,Scotland,Paris,1 Jan 1924
Scotland,lost,10,12,-2,3,6,France,Paris,1 Jan 1924
England,won,17,9,+8,11,3,Wales,Swansea,19 Jan 1924
Wales,lost,9,17,-8,3,11,England,Swansea,19 Jan 1924
Ireland,won,6,0,+6,3,0,France,Lansdowne Road,26 Jan 1924
France,lost,0,6,-6,0,3,Ireland,Lansdowne Road,26 Jan 1924
Scotland,won,35,10,+25,22,0,Wales,Inverleith,2 Feb 1924
Wales,lost,10,35,-25,0,22,Scotland,Inverleith,2 Feb 1924
England,won,14,3,+11,3,3,Ireland,Belfast,9 Feb 1924
Ireland,lost,3,14,-11,3,3,England,Belfast,9 Feb 1924
England,won,19,7,+12,9,0,France,Twickenham,23 Feb 1924
Scotland,won,13,8,+5,10,5,Ireland,Inverleith,23 Feb 1924
France,lost,7,19,-12,0,9,England,Twickenham,23 Feb 1924
Ireland,lost,8,13,-5,5,10,Scotland,Inverleith,23 Feb 1924
Ireland,won,13,10,+3,8,3,Wales,Cardiff,8 Mar 1924
Wales,lost,10,13,-3,3,8,Ireland,Cardiff,8 Mar 1924
England,won,19,0,+19,5,0,Scotland,Twickenham,15 Mar 1924
Scotland,lost,0,19,-19,0,5,England,Twickenham,15 Mar 1924
Wales,won,10,6,+4,7,6,France,Colombes,27 Mar 1924
France,lost,6,10,-4,6,7,Wales,Colombes,27 Mar 1924
Poland,lost,0,46,-46,-,-,Romania XV,-,0 Apr 1924
France,won,61,3,+58,19,3,Romania,Colombes,4 May 1924
Romania,lost,3,61,-58,3,19,France,Colombes,4 May 1924
United States of America,won,37,0,+37,-,-,Romania,Colombes,11 May 1924
Romania,lost,0,37,-37,-,-,USA,Colombes,11 May 1924
United States of America,won,17,3,+14,3,0,France,Colombes,18 May 1924
France,lost,3,17,-14,0,3,USA,Colombes,18 May 1924
Australia,won,20,16,+4,11,8,NZ XV,Sydney,5 Jul 1924
Australia,lost,5,21,-16,0,18,NZ XV,Sydney,12 Jul 1924
Australia,lost,8,38,-30,8,20,NZ XV,Sydney,16 Jul 1924
South Africa,won,7,3,+4,7,0,Britain,Durban,16 Aug 1924
Great Britain,lost,3,7,-4,0,7,South Africa,Durban,16 Aug 1924
Fiji,won,6,0,+6,3,0,Samoa,Apia,18 Aug 1924
Samoa,lost,0,6,-6,0,3,Fiji,Apia,18 Aug 1924
South Africa,won,17,0,+17,3,0,Britain,Johannesburg,23 Aug 1924
Great Britain,lost,0,17,-17,0,3,South Africa,Johannesburg,23 Aug 1924
Tonga,won,9,6,+3,-,-,Fiji,Nuku A\'lofa,25 Aug 1924
Fiji,lost,6,9,-3,-,-,Tonga,Nuku A\'lofa,25 Aug 1924
Fiji,won,14,3,+11,-,-,Tonga,Nuku A\'lofa,3 Sep 1924
Tonga,lost,3,14,-11,-,-,Fiji,Nuku A\'lofa,3 Sep 1924
Fiji,draw,0,0,0,-,-,Tonga,Nuku A\'lofa,10 Sep 1924
Tonga,draw,0,0,0,-,-,Fiji,Nuku A\'lofa,10 Sep 1924
Great Britain,draw,3,3,0,3,3,South Africa,Port Elizabeth,13 Sep 1924
South Africa,draw,3,3,0,3,3,Britain,Port Elizabeth,13 Sep 1924
Samoa,won,9,3,+6,6,0,Fiji,Apia,19 Sep 1924
Fiji,lost,3,9,-6,0,6,Samoa,Apia,19 Sep 1924
South Africa,won,16,9,+7,7,3,Britain,Cape Town,20 Sep 1924
Great Britain,lost,9,16,-7,3,7,South Africa,Cape Town,20 Sep 1924
New Zealand,won,6,0,+6,-,-,Ireland,Lansdowne Road,1 Nov 1924
Ireland,lost,0,6,-6,-,-,New Zealand,Lansdowne Road,1 Nov 1924
New Zealand,won,19,0,+19,11,0,Wales,Swansea,29 Nov 1924
Wales,lost,0,19,-19,0,11,New Zealand,Swansea,29 Nov 1924
Ireland,won,9,3,+6,0,3,France,Colombes,1 Jan 1925
France,lost,3,9,-6,3,0,Ireland,Colombes,1 Jan 1925
New Zealand,won,17,11,+6,9,3,England,Twickenham,3 Jan 1925
England,lost,11,17,-6,3,9,New Zealand,Twickenham,3 Jan 1925
England,won,12,6,+6,6,3,Wales,Twickenham,17 Jan 1925
Wales,lost,6,12,-6,3,6,England,Twickenham,17 Jan 1925
New Zealand,won,30,6,+24,17,0,France,Toulouse,18 Jan 1925
France,lost,6,30,-24,0,17,New Zealand,Toulouse,18 Jan 1925
Scotland,won,25,4,+21,5,4,France,Inverleith,24 Jan 1925
France,lost,4,25,-21,4,5,Scotland,Inverleith,24 Jan 1925
Scotland,won,24,14,+10,18,0,Wales,Swansea,7 Feb 1925
Wales,lost,14,24,-10,0,18,Scotland,Swansea,7 Feb 1925
England,draw,6,6,0,6,0,Ireland,Twickenham,14 Feb 1925
Ireland,draw,6,6,0,0,6,England,Twickenham,14 Feb 1925
Scotland,won,14,8,+6,5,0,Ireland,Lansdowne Road,28 Feb 1925
Wales,won,11,5,+6,3,0,France,Cardiff,28 Feb 1925
France,lost,5,11,-6,0,3,Wales,Cardiff,28 Feb 1925
Ireland,lost,8,14,-6,0,5,Scotland,Lansdowne Road,28 Feb 1925
Ireland,won,19,3,+16,8,0,Wales,Belfast,14 Mar 1925
Wales,lost,3,19,-16,0,8,Ireland,Belfast,14 Mar 1925
Scotland,won,14,11,+3,5,8,England,Murrayfield,21 Mar 1925
England,lost,11,14,-3,8,5,Scotland,Murrayfield,21 Mar 1925
England,won,13,11,+2,13,5,France,Colombes,13 Apr 1925
France,lost,11,13,-2,5,13,England,Colombes,13 Apr 1925
Australia,lost,3,26,-23,3,3,NZ XV,Sydney,13 Jun 1925
Australia,lost,0,4,-4,-,-,NZ XV,Sydney,20 Jun 1925
Australia,lost,3,11,-8,0,3,NZ XV,Sydney,23 Jun 1925
Australia,lost,10,36,-26,0,5,NZ XV,Auckland,19 Sep 1925
Scotland,won,20,6,+14,9,0,France,Colombes,2 Jan 1926
France,lost,6,20,-14,0,9,Scotland,Colombes,2 Jan 1926
England,draw,3,3,0,3,0,Wales,Cardiff,16 Jan 1926
Wales,draw,3,3,0,0,3,England,Cardiff,16 Jan 1926
Ireland,won,11,0,+11,8,0,France,Belfast,23 Jan 1926
France,lost,0,11,-11,0,8,Ireland,Belfast,23 Jan 1926
Scotland,won,8,5,+3,0,5,Wales,Murrayfield,6 Feb 1926
Wales,lost,5,8,-3,5,0,Scotland,Murrayfield,6 Feb 1926
Ireland,won,19,15,+4,6,10,England,Lansdowne Road,13 Feb 1926
England,lost,15,19,-4,10,6,Ireland,Lansdowne Road,13 Feb 1926
England,won,11,0,+11,6,0,France,Twickenham,27 Feb 1926
Ireland,won,3,0,+3,-,-,Scotland,Murrayfield,27 Feb 1926
France,lost,0,11,-11,0,6,England,Twickenham,27 Feb 1926
Scotland,lost,0,3,-3,-,-,Ireland,Murrayfield,27 Feb 1926
Wales,won,11,8,+3,5,8,Ireland,Swansea,13 Mar 1926
Ireland,lost,8,11,-3,8,5,Wales,Swansea,13 Mar 1926
Scotland,won,17,9,+8,14,3,England,Twickenham,20 Mar 1926
England,lost,9,17,-8,3,14,Scotland,Twickenham,20 Mar 1926
Wales,won,7,5,+2,0,5,France,Colombes,5 Apr 1926
France,lost,5,7,-2,5,0,Wales,Colombes,5 Apr 1926
Australia,won,26,20,+6,9,6,NZ XV,Sydney,10 Jul 1926
Australia,lost,6,11,-5,0,3,NZ XV,Sydney,17 Jul 1926
Australia,lost,0,14,-14,0,3,NZ XV,Sydney,20 Jul 1926
Australia,lost,21,28,-7,12,5,NZ XV,Sydney,29 Jul 1926
Tonga,won,14,5,+9,-,-,Samoa,Apia,30 Jul 1926
Samoa,lost,5,14,-9,-,-,Tonga,Apia,30 Jul 1926
Fiji,won,10,3,+7,-,-,Tonga,Suva,14 Aug 1926
Tonga,lost,3,10,-7,-,-,Fiji,Suva,14 Aug 1926
Tonga,won,13,8,+5,-,-,Fiji,Suva,16 Aug 1926
Fiji,lost,8,13,-5,-,-,Tonga,Suva,16 Aug 1926
Tonga,won,6,3,+3,-,-,Fiji,Suva,18 Aug 1926
Fiji,lost,3,6,-3,-,-,Tonga,Suva,18 Aug 1926
Sri Lanka,lost,6,37,-31,-,-,NZ Maori,Colombo,18 Aug 1926
France,lost,3,12,-9,3,3,NZ Maori,Colombes,26 Dec 1926
Ireland,won,8,3,+5,3,0,France,Colombes,1 Jan 1927
France,lost,3,8,-5,0,3,Ireland,Colombes,1 Jan 1927
England,won,11,9,+2,11,6,Wales,Twickenham,15 Jan 1927
Wales,lost,9,11,-2,6,11,England,Twickenham,15 Jan 1927
Scotland,won,23,6,+17,20,3,France,Murrayfield,22 Jan 1927
France,lost,6,23,-17,3,20,Scotland,Murrayfield,22 Jan 1927
Scotland,won,5,0,+5,5,0,Wales,Cardiff,5 Feb 1927
Wales,lost,0,5,-5,0,5,Scotland,Cardiff,5 Feb 1927
England,won,8,6,+2,0,3,Ireland,Twickenham,12 Feb 1927
Ireland,lost,6,8,-2,3,0,England,Twickenham,12 Feb 1927
Ireland,won,6,0,+6,6,0,Scotland,Lansdowne Road,26 Feb 1927
Wales,won,25,7,+18,12,3,France,Swansea,26 Feb 1927
France,lost,7,25,-18,3,12,Wales,Swansea,26 Feb 1927
Scotland,lost,0,6,-6,0,6,Ireland,Lansdowne Road,26 Feb 1927
Ireland,won,19,9,+10,11,0,Wales,Lansdowne Road,12 Mar 1927
Wales,lost,9,19,-10,0,11,Ireland,Lansdowne Road,12 Mar 1927
Scotland,won,21,13,+8,9,8,England,Murrayfield,19 Mar 1927
England,lost,13,21,-8,8,9,Scotland,Murrayfield,19 Mar 1927
France,won,3,0,+3,3,0,England,Colombes,2 Apr 1927
England,lost,0,3,-3,0,3,France,Colombes,2 Apr 1927
France,won,30,5,+25,16,0,Germany,Colombes,17 Apr 1927
Germany,lost,5,30,-25,0,16,France,Colombes,17 Apr 1927
Germany,won,17,16,+1,0,5,France,Frankfurt,15 May 1927
France,lost,16,17,-1,5,0,Germany,Frankfurt,15 May 1927
Romania,lost,3,44,-41,-,-,France XV,Paris,15 May 1927
Germany,won,6,0,+6,-,-,Romania,Heidelburg,19 May 1927
Romania,lost,0,6,-6,-,-,Germany,Heidelburg,19 May 1927
Romania,won,21,5,+16,-,-,Czech Rep,Bratislava,22 May 1927
Czechia,lost,5,21,-16,-,-,Romania,Bratislava,22 May 1927
Spain,lost,6,66,-60,-,-,France XV,Madrid,26 May 1927
Argentina,lost,0,37,-37,0,17,Britain XV,Buenos Aires,31 Jul 1927
Argentina,lost,0,46,-46,0,14,Britain XV,Buenos Aires,7 Aug 1927
Argentina,lost,3,34,-31,0,23,Britain XV,Buenos Aires,14 Aug 1927
Argentina,lost,0,43,-43,0,13,Britain XV,Buenos Aires,21 Aug 1927
Australia,won,5,3,+2,5,0,Ireland,Lansdowne Road,12 Nov 1927
Ireland,lost,3,5,-2,0,5,Australia,Lansdowne Road,12 Nov 1927
Australia,won,18,8,+10,5,3,Wales,Cardiff,26 Nov 1927
Wales,lost,8,18,-10,3,5,Australia,Cardiff,26 Nov 1927
Scotland,won,10,8,+2,5,5,Australia,Murrayfield,17 Dec 1927
Australia,lost,8,10,-2,5,5,Scotland,Murrayfield,17 Dec 1927
Scotland,won,15,6,+9,9,3,France,Colombes,2 Jan 1928
France,lost,6,15,-9,3,9,Scotland,Colombes,2 Jan 1928
England,won,18,11,+7,15,5,Australia,Twickenham,7 Jan 1928
Australia,lost,11,18,-7,5,15,England,Twickenham,7 Jan 1928
England,won,10,8,+2,10,3,Wales,Swansea,21 Jan 1928
Wales,lost,8,10,-2,3,10,England,Swansea,21 Jan 1928
Australia,won,11,8,+3,11,3,France,Colombes,22 Jan 1928
France,lost,8,11,-3,3,11,Australia,Colombes,22 Jan 1928
Ireland,won,12,8,+4,6,8,France,Belfast,28 Jan 1928
France,lost,8,12,-4,8,6,Ireland,Belfast,28 Jan 1928
Wales,won,13,0,+13,13,0,Scotland,Murrayfield,4 Feb 1928
Scotland,lost,0,13,-13,0,13,Wales,Murrayfield,4 Feb 1928
England,won,7,6,+1,0,3,Ireland,Lansdowne Road,11 Feb 1928
Ireland,lost,6,7,-1,3,0,England,Lansdowne Road,11 Feb 1928
England,won,18,8,+10,10,3,France,Twickenham,25 Feb 1928
Ireland,won,13,5,+8,3,5,Scotland,Murrayfield,25 Feb 1928
France,lost,8,18,-10,3,10,England,Twickenham,25 Feb 1928
Scotland,lost,5,13,-8,5,3,Ireland,Murrayfield,25 Feb 1928
Spain,lost,6,53,-47,-,-,France XV,Bordeaux,8 Mar 1928
Ireland,won,13,10,+3,5,5,Wales,Cardiff,10 Mar 1928
Wales,lost,10,13,-3,5,5,Ireland,Cardiff,10 Mar 1928
England,won,6,0,+6,3,0,Scotland,Twickenham,17 Mar 1928
Scotland,lost,0,6,-6,0,3,England,Twickenham,17 Mar 1928
France,won,14,3,+11,3,3,Germany,Hanover,18 Mar 1928
Germany,lost,3,14,-11,3,3,France,Hanover,18 Mar 1928
France,won,8,3,+5,0,3,Wales,Colombes,9 Apr 1928
Wales,lost,3,8,-5,3,0,France,Colombes,9 Apr 1928
South Africa,won,17,0,+17,4,0,New Zealand,Durban,30 Jun 1928
New Zealand,lost,0,17,-17,0,4,South Africa,Durban,30 Jun 1928
New Zealand,won,7,6,+1,3,3,South Africa,Johannesburg,21 Jul 1928
South Africa,lost,6,7,-1,3,3,New Zealand,Johannesburg,21 Jul 1928
South Africa,won,11,6,+5,8,6,New Zealand,Port Elizabeth,18 Aug 1928
New Zealand,lost,6,11,-5,6,8,South Africa,Port Elizabeth,18 Aug 1928
Tonga,won,9,0,+9,-,-,Fiji,Nuku A\'lofa,25 Aug 1928
Fiji,lost,0,9,-9,-,-,Tonga,Nuku A\'lofa,25 Aug 1928
Fiji,won,9,5,+4,-,-,Tonga,Nuku A\'lofa,1 Sep 1928
Tonga,lost,5,9,-4,-,-,Fiji,Nuku A\'lofa,1 Sep 1928
New Zealand,won,13,5,+8,6,5,South Africa,Cape Town,1 Sep 1928
South Africa,lost,5,13,-8,5,6,New Zealand,Cape Town,1 Sep 1928
Australia,lost,12,15,-3,6,3,NZ XV,Wellington,5 Sep 1928
Tonga,won,12,6,+6,-,-,Fiji,Nuku A\'lofa,8 Sep 1928
Fiji,lost,6,12,-6,-,-,Tonga,Nuku A\'lofa,8 Sep 1928
Australia,lost,14,16,-2,11,6,NZ XV,Dunedin,8 Sep 1928
Australia,won,11,8,+3,8,0,NZ XV,Christchurch,15 Sep 1928
Fiji,won,9,8,+1,8,3,Samoa,Apia,21 Sep 1928
Samoa,lost,8,9,-1,3,8,Fiji,Apia,21 Sep 1928
Australia,lost,8,9,-1,3,6,NZ Maori,Wellington,22 Sep 1928
Ireland,won,6,0,+6,-,-,France,Colombes,31 Dec 1928
France,lost,0,6,-6,-,-,Ireland,Colombes,31 Dec 1928
England,won,8,3,+5,3,0,Wales,Twickenham,19 Jan 1929
Scotland,won,6,3,+3,6,3,France,Murrayfield,19 Jan 1929
France,lost,3,6,-3,3,6,Scotland,Murrayfield,19 Jan 1929
Wales,lost,3,8,-5,0,3,England,Twickenham,19 Jan 1929
Wales,won,14,7,+7,3,3,Scotland,Swansea,2 Feb 1929
Scotland,lost,7,14,-7,3,3,Wales,Swansea,2 Feb 1929
Ireland,won,6,5,+1,3,0,England,Twickenham,9 Feb 1929
England,lost,5,6,-1,0,3,Ireland,Twickenham,9 Feb 1929
Scotland,won,16,7,+9,5,7,Ireland,Lansdowne Road,23 Feb 1929
Wales,won,8,3,+5,5,0,France,Cardiff,23 Feb 1929
France,lost,3,8,-5,0,5,Wales,Cardiff,23 Feb 1929
Ireland,lost,7,16,-9,7,5,Scotland,Lansdowne Road,23 Feb 1929
Ireland,draw,5,5,0,5,0,Wales,Belfast,9 Mar 1929
Wales,draw,5,5,0,0,5,Ireland,Belfast,9 Mar 1929
Scotland,won,12,6,+6,0,3,England,Murrayfield,16 Mar 1929
England,lost,6,12,-6,3,0,Scotland,Murrayfield,16 Mar 1929
England,won,16,6,+10,8,3,France,Colombes,1 Apr 1929
France,lost,6,16,-10,3,8,England,Colombes,1 Apr 1929
France,won,24,0,+24,8,0,Germany,Colombes,28 Apr 1929
Germany,lost,0,24,-24,0,8,France,Colombes,28 Apr 1929
Spain,won,9,0,+9,3,0,Italy,Barcelona,20 May 1929
Italy,lost,0,9,-9,0,3,Spain,Barcelona,20 May 1929
Germany,won,24,15,+9,-,-,Spain,Barcelona,9 Jun 1929
Spain,lost,15,24,-9,-,-,Germany,Barcelona,9 Jun 1929
Australia,won,9,8,+1,6,8,New Zealand,Sydney,6 Jul 1929
New Zealand,lost,8,9,-1,8,6,Australia,Sydney,6 Jul 1929
Australia,won,17,9,+8,3,3,New Zealand,Brisbane,20 Jul 1929
New Zealand,lost,9,17,-8,3,3,Australia,Brisbane,20 Jul 1929
Australia,won,15,13,+2,9,13,New Zealand,Sydney,27 Jul 1929
New Zealand,lost,13,15,-2,13,9,Australia,Sydney,27 Jul 1929
Belgium,won,11,0,+11,-,-,Netherlands,Brussels,-
Belgium,won,6,0,+6,-,-,Netherlands,The Hague,-
Netherlands,lost,0,6,-6,-,-,Belgium,The Hague,-
Netherlands,lost,0,11,-11,-,-,Belgium,Brussels,-
France,won,7,3,+4,3,3,Scotland,Colombes,1 Jan 1930
Scotland,lost,3,7,-4,3,3,France,Colombes,1 Jan 1930
England,won,11,3,+8,3,0,Wales,Cardiff,18 Jan 1930
Wales,lost,3,11,-8,0,3,England,Cardiff,18 Jan 1930
France,won,5,0,+5,-,-,Ireland,Belfast,25 Jan 1930
Ireland,lost,0,5,-5,-,-,France,Belfast,25 Jan 1930
Scotland,won,12,9,+3,8,9,Wales,Murrayfield,1 Feb 1930
Wales,lost,9,12,-3,9,8,Scotland,Murrayfield,1 Feb 1930
Ireland,won,4,3,+1,0,3,England,Lansdowne Road,8 Feb 1930
England,lost,3,4,-1,3,0,Ireland,Lansdowne Road,8 Feb 1930
England,won,11,5,+6,6,5,France,Twickenham,22 Feb 1930
Ireland,won,14,11,+3,11,3,Scotland,Murrayfield,22 Feb 1930
France,lost,5,11,-6,5,6,England,Twickenham,22 Feb 1930
Scotland,lost,11,14,-3,3,11,Ireland,Murrayfield,22 Feb 1930
Wales,won,12,7,+5,6,7,Ireland,Swansea,8 Mar 1930
Ireland,lost,7,12,-5,7,6,Wales,Swansea,8 Mar 1930
England,draw,0,0,0,-,-,Scotland,Twickenham,15 Mar 1930
Scotland,draw,0,0,0,-,-,England,Twickenham,15 Mar 1930
France,won,31,0,+31,-,-,Germany,Berlin,6 Apr 1930
Germany,lost,0,31,-31,-,-,France,Berlin,6 Apr 1930
Wales,won,11,0,+11,3,0,France,Colombes,21 Apr 1930
France,lost,0,11,-11,0,3,Wales,Colombes,21 Apr 1930
Germany,won,5,0,+5,-,-,Spain,Dresden,18 May 1930
Spain,lost,0,5,-5,-,-,Germany,Dresden,18 May 1930
Italy,won,3,0,+3,-,-,Spain,Milan,29 May 1930
Spain,lost,0,3,-3,-,-,Italy,Milan,29 May 1930
Great Britain,won,6,3,+3,3,0,New Zealand,Dunedin,21 Jun 1930
New Zealand,lost,3,6,-3,0,3,Britain,Dunedin,21 Jun 1930
New Zealand,won,13,10,+3,8,5,Britain,Christchurch,5 Jul 1930
Great Britain,lost,10,13,-3,5,8,New Zealand,Christchurch,5 Jul 1930
New Zealand,won,15,10,+5,5,5,Britain,Auckland,26 Jul 1930
Great Britain,lost,10,15,-5,5,5,New Zealand,Auckland,26 Jul 1930
New Zealand,won,22,8,+14,6,3,Britain,Wellington,9 Aug 1930
Great Britain,lost,8,22,-14,3,6,New Zealand,Wellington,9 Aug 1930
Australia,won,6,5,+1,3,0,Britain,Sydney,30 Aug 1930
Great Britain,lost,5,6,-1,0,3,Australia,Sydney,30 Aug 1930
Japan,draw,3,3,0,3,0,British Col,Vancouver,24 Sep 1930
France,won,3,0,+3,3,0,Ireland,Colombes,1 Jan 1931
Ireland,lost,0,3,-3,0,3,France,Colombes,1 Jan 1931
England,draw,11,11,0,8,6,Wales,Twickenham,17 Jan 1931
Wales,draw,11,11,0,6,8,England,Twickenham,17 Jan 1931
Scotland,won,6,4,+2,6,0,France,Murrayfield,24 Jan 1931
France,lost,4,6,-2,0,6,Scotland,Murrayfield,24 Jan 1931
Wales,won,13,8,+5,-,-,Scotland,Cardiff,7 Feb 1931
Scotland,lost,8,13,-5,-,-,Wales,Cardiff,7 Feb 1931
Ireland,won,6,5,+1,-,-,England,Twickenham,14 Feb 1931
England,lost,5,6,-1,-,-,Ireland,Twickenham,14 Feb 1931
Ireland,won,8,5,+3,3,5,Scotland,Lansdowne Road,28 Feb 1931
Wales,won,35,3,+32,8,0,France,Swansea,28 Feb 1931
France,lost,3,35,-32,0,8,Wales,Swansea,28 Feb 1931
Scotland,lost,5,8,-3,5,3,Ireland,Lansdowne Road,28 Feb 1931
Wales,won,15,3,+12,4,3,Ireland,Belfast,14 Mar 1931
Ireland,lost,3,15,-12,3,4,Wales,Belfast,14 Mar 1931
Scotland,won,28,19,+9,20,13,England,Murrayfield,21 Mar 1931
England,lost,19,28,-9,13,20,Scotland,Murrayfield,21 Mar 1931
France,won,14,13,+1,4,5,England,Colombes,6 Apr 1931
England,lost,13,14,-1,5,4,France,Colombes,6 Apr 1931
France,won,34,0,+34,8,0,Germany,Colombes,19 Apr 1931
Germany,lost,0,34,-34,0,8,France,Colombes,19 Apr 1931
Australia,won,14,3,+11,5,3,NZ Maori,Palmerston North,9 Sep 1931
New Zealand,won,20,13,+7,11,13,Australia,Auckland,12 Sep 1931
Australia,lost,13,20,-7,13,11,New Zealand,Auckland,12 Sep 1931
Germany,won,38,0,+38,-,-,Czech Rep,Leipzig,9 Nov 1931
Czechia,lost,0,38,-38,-,-,Germany,Leipzig,9 Nov 1931
South Africa,won,8,3,+5,0,3,Wales,Swansea,5 Dec 1931
Wales,lost,3,8,-5,3,0,South Africa,Swansea,5 Dec 1931
South Africa,won,8,3,+5,0,3,Ireland,Lansdowne Road,19 Dec 1931
Ireland,lost,3,8,-5,3,0,South Africa,Lansdowne Road,19 Dec 1931
Spain,won,16,14,+2,-,-,French Milit,Rabat,25 Dec 1931
Spain,won,14,6,+8,-,-,Morocco,Rabat,25 Dec 1931
Morocco,lost,6,14,-8,-,-,Spain,Rabat,25 Dec 1931
Morocco,draw,10,10,0,-,-,Spain,Rabat,28 Dec 1931
Spain,draw,10,10,0,-,-,French Milit,Rabat,28 Dec 1931
Spain,draw,10,10,0,-,-,Morocco,Rabat,28 Dec 1931
Netherlands,won,24,11,+13,-,-,Germany,Eindhoven,-
Germany,lost,11,24,-13,-,-,Netherlands,Eindhoven,-
Belgium,draw,6,6,0,-,-,Netherlands,Amsterdam,-
Netherlands,draw,6,6,0,-,-,Belgium,Amsterdam,-
South Africa,won,7,0,+7,3,0,England,Twickenham,2 Jan 1932
England,lost,0,7,-7,0,3,South Africa,Twickenham,2 Jan 1932
South Africa,won,6,3,+3,0,3,Scotland,Murrayfield,16 Jan 1932
Wales,won,12,5,+7,-,-,England,Swansea,16 Jan 1932
England,lost,5,12,-7,-,-,Wales,Swansea,16 Jan 1932
Scotland,lost,3,6,-3,3,0,South Africa,Murrayfield,16 Jan 1932
Japan,won,9,8,+1,3,0,Canada,Osaka,31 Jan 1932
Canada,lost,8,9,-1,0,3,Japan,Osaka,31 Jan 1932
Wales,won,6,0,+6,3,0,Scotland,Murrayfield,6 Feb 1932
Scotland,lost,0,6,-6,0,3,Wales,Murrayfield,6 Feb 1932
